file,max_rss,time
Examples/Io/NuclearInteractions/src/NuclearInteractionOptions.cpp,580124672,5.012629
Examples/Io/NuclearInteractions/src/RootNuclearInteractionParametersWriter.cpp,411627520,3.508728
Examples/Io/NuclearInteractions/src/detail/NuclearInteractionParametrisation.cpp,807464960,7.519708
Examples/Io/Obj/src/ObjTrackingGeometryWriter.cpp,556462080,4.010049
Examples/Io/Performance/ActsExamples/Io/Performance/TrackFinderPerformanceWriter.cpp,735485952,6.516769
Examples/Io/Performance/ActsExamples/Io/Performance/TrackFitterPerformanceWriter.cpp,693530624,5.013831
Examples/Io/Performance/ActsExamples/Io/Performance/CKFPerformanceWriter.cpp,746778624,5.513738
Examples/Io/Performance/ActsExamples/Io/Performance/SeedingPerformanceWriter.cpp,616677376,4.511289
Examples/Io/Root/src/RootMeasurementWriter.cpp,920260608,8.52129
Examples/Io/Root/src/RootMaterialDecorator.cpp,844140544,7.017834
Examples/Io/Root/src/RootMaterialWriter.cpp,597884928,4.51136
Examples/Io/Root/src/RootMaterialTrackReader.cpp,590495744,4.511421
Examples/Io/Root/src/RootMaterialTrackWriter.cpp,596959232,4.511148
Examples/Io/Root/src/RootPlanarClusterWriter.cpp,634798080,4.511162
Examples/Io/Root/src/RootParticleWriter.cpp,395640832,2.506504
Examples/Io/Root/src/RootPropagationStepsWriter.cpp,589000704,4.010018
Examples/Io/Root/src/RootSimHitWriter.cpp,338161664,2.005011
Examples/Io/Root/src/RootTrackParameterWriter.cpp,672489472,5.013515
Examples/Io/Root/src/RootTrajectoryStatesWriter.cpp,891891712,9.023012
Examples/Io/Root/src/RootTrajectoryParametersWriter.cpp,700420096,4.511226
Examples/Run/Common/src/CommonGeometry.cpp,884916224,7.01815
Examples/Run/Common/src/CommonOptions.cpp,696791040,7.018067
Examples/Run/Common/src/GeometryExampleBase.cpp,939384832,7.519577
Examples/Run/Common/src/MaterialMappingBase.cpp,1072902144,8.522336
Examples/Run/Common/src/MaterialValidationBase.cpp,1710309376,19.047541
Examples/Run/Common/src/PropagationExampleBase.cpp,1614860288,23.058082
Examples/Run/Digitization/TGeoDigitizationExample.cpp,622592,0.501248
Examples/Run/Digitization/TGeoDigitizationConfigExample.cpp,626688,0.50124
Examples/Run/Digitization/GenericDigitizationExample.cpp,0,0.501172
Examples/Run/Digitization/Common/DigitizationConfigExample.cpp,913600512,8.020048
Examples/Run/Digitization/Common/DigitizationExample.cpp,940953600,6.515894
Examples/Run/Digitization/Common/DigitizationInput.cpp,358694912,2.005013
Examples/Run/Digitization/DD4hep/DD4hepDigitizationExample.cpp,622592,0.501346
thirdparty/OpenDataDetector/factory/ODDCylinder_geo.cpp,404418560,2.506132
