gen1_geo_id,gen3_geo_id
1152921916923716354,1873497444986135296
1152921916923716610,1873497444986135552
1152921916923716866,1873497444986135808
1152921916923717122,1873497444986136064
1152921916923717378,1873497444986136320
1152921916923717634,1873497444986136576
1152921916923717890,1873497444986136832
1152921916923718146,1873497444986137088
1152921916923718402,1873497444986137344
1152921916923718658,1873497444986137600
1152921916923718914,1873497444986137856
1152921916923719170,1873497444986138112
1152921916923719426,1873497444986138368
1152921916923719682,1873497444986138624
1152921916923719938,1873497444986138880
1152921916923720194,1873497444986139136
1152921916923720450,1873497444986139392
1152921916923720706,1873497444986139648
1152921916923720962,1873497444986139904
1152921916923721218,1873497444986140160
1152921916923721474,1873497444986140416
1152921916923721730,1873497444986140672
1152921916923721986,1873497444986140928
1152921916923722242,1873497444986141184
1152921916923722498,1873497444986141440
1152921916923722754,1873497444986141696
1152922054362661121,1801439850948198656
1152922054362661377,1801439850948198912
1152922054362661633,1801439850948199168
1152922054362661889,1801439850948199424
1152922054362662145,1801439850948199680
1152922054362662401,1801439850948199936
1152922054362662657,1801439850948200192
1152922054362662913,1801439850948200448
1152922054362663169,1801439850948200704
1152922054362663425,1801439850948200960
1152922054362663681,1801439850948201216
1152922054362663937,1801439850948201472
1152922054362664193,1801439850948201728
1152922054362664449,1801439850948201984
1152922054362664705,1801439850948202240
1152922054362664961,1801439850948202496
1152922054362665217,1801439850948202752
1152922054362665473,1801439850948203008
1152922054362665729,1801439850948203264
1152922054362665985,1801439850948203520
1152922054362666241,1801439850948203776
1152922054362666497,1801439850948204032
1152922054362666753,1801439850948204288
1152922054362667009,1801439850948204544
1152922054362667266,1801439850948204800
1152922054362667522,1801439850948205056
1152922054362667778,1801439850948205312
1152922054362668034,1801439850948205568
1152922054362668290,1801439850948205824
1152922054362668546,1801439850948206080
1152922054362668802,1801439850948206336
1152922054362669058,1801439850948206592
1152922054362669314,1801439850948206848
1152922054362669570,1801439850948207104
1152922054362669826,1801439850948207360
