particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742401024,-15.587389,28.231987,-100.98526,0.354631066,-0.212995365,0.365776151,-1.32531977,1.39527607,0,0,0,0,0
4503599644147712,576461027181361920,-36.2289162,61.5202332,-223.643005,0.785369635,-0.232954502,0.353399783,-1.32531977,1.39527607,0,0,0,0,1
4503599644147712,576461164620308480,-61.6668129,97.6021881,-361.89682,1.27087712,-0.254588693,0.33814761,-1.32531977,1.39527607,0,0,0,0,2
4503599644147712,864691540772030208,-543.107666,374.095093,-2148.5,7.54491138,-0.420369655,0.0494829267,-1.32531977,1.39527607,0,0,0,0,6
4503599644147712,864691678210983424,-432.667389,352.049744,-1795.5,6.30527735,-0.40715161,0.115701266,-1.32531977,1.39527607,0,0,0,0,5
4503599644147712,864691815649922048,-344.318085,320.461182,-1501.5,5.2728343,-0.388211578,0.168674171,-1.32531977,1.39527607,0,0,0,0,4
4503599644147712,936748859932046080,-160.915771,204.396408,-819.206299,2.8768158,-0.31862089,0.278639436,-1.32531977,1.39527607,0,0,0,0,3
4503599644147712,1152921642045805824,-796.387573,357.97406,-2947.5,10.3507681,-0.410703748,-0.102379888,-1.32531977,1.39527607,0,0,0,0,9
4503599644147712,1152921642045818368,-797.936646,357.58609,-2952.5,10.3683271,-0.410471112,-0.103308655,-1.32531977,1.39527607,0,0,0,0,10
4503599644147712,1152921779484759040,-669.362427,377.5802,-2544.5,8.93554878,-0.422459304,-0.0262175221,-1.32531977,1.39527607,0,0,0,0,7
4503599644147712,1152921779484759296,-670.318665,377.520203,-2547.5,8.94608402,-0.422423333,-0.0267908685,-1.32531977,1.39527607,0,0,0,0,8
