particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742403072,22.0242329,-23.1464043,-54.4209862,0.210543394,1.85928583,-1.94012415,-4.57709312,5.30866909,0,0,0,0,0
4503599644147712,576460889742403328,23.5354729,-24.7225819,-58.1403351,0.22493279,1.8602308,-1.93921804,-4.57709312,5.30866909,0,0,0,0,1
4503599644147712,576461027181374464,49.2957687,-51.3554306,-121.252228,0.469099492,1.87619948,-1.92377257,-4.57709312,5.30866909,0,0,0,0,2
4503599644147712,576461164620342272,81.1109924,-83.6489868,-198.46814,0.767831683,1.89556229,-1.90469658,-4.57709312,5.30866909,0,0,0,0,3
4503599644147712,576461302059284992,121.237381,-123.463379,-294.75119,1.14033067,1.91943431,-1.88063741,-4.57709312,5.30866909,0,0,0,0,4
4503599644147712,936748859932081920,187.996887,-187.536194,-452.363312,1.75009894,1.95785141,-1.84060943,-4.57709312,5.30866909,0,0,0,0,6
4503599644147712,936748859932082176,183.402618,-183.210938,-441.615631,1.70851839,1.95525813,-1.84336412,-4.57709312,5.30866909,0,0,0,0,5
4503599644147712,936748997371033088,257.123413,-251.171448,-612.402893,2.36925864,1.99600613,-1.79916227,-4.57709312,5.30866909,0,0,0,0,7
4503599644147712,936749134809971200,364.703064,-345.078918,-855.644897,3.31031108,2.05231166,-1.73465908,-4.57709312,5.30866909,0,0,0,0,8
4503599644147712,1152922191801625344,662.38446,-575.955078,-1497.5,5.79351425,2.19074154,-1.5561738,-4.57709312,5.30866909,0,0,0,0,9
4503599644147712,1152922191801638144,666.214966,-578.672974,-1505.5,5.82446432,2.19237113,-1.55387712,-4.57709312,5.30866909,0,0,0,0,10
