particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742407936,30.8873253,6.9167881,18.0864773,0.12225616,0.860826254,0.202494249,0.505301714,1.02397227,0,0,0,0,0
4503599644147712,576461027181392384,70.5201569,16.8209114,41.4298286,0.280046314,0.854887903,0.226257488,0.505301714,1.02397227,0,0,0,0,1
4503599644147712,576461164620384256,111.389893,28.2693501,65.6825562,0.443983436,0.848023593,0.250762373,0.505301714,1.02397227,0,0,0,0,2
4503599644147712,576461164620384512,113.177017,28.7990341,66.7476273,0.451182812,0.84770602,0.251833916,0.505301714,1.02397227,0,0,0,0,3
4503599644147712,576461302059408128,166.435715,45.7254181,98.6815033,0.667040944,0.837557197,0.283767015,0.505301714,1.02397227,0,0,0,0,4
4503599644147712,936748859932134912,249.940216,76.8598633,149.612366,1.01130974,0.818889439,0.333835065,0.505301714,1.02397227,0,0,0,0,5
4503599644147712,936748997371150080,344.822083,119.501663,209.063736,1.41317332,0.793322086,0.390724808,0.505301714,1.02397227,0,0,0,0,7
4503599644147712,936748997371150336,339.314514,116.803299,205.55928,1.38948488,0.794939995,0.387422532,0.505301714,1.02397227,0,0,0,0,6
4503599644147712,936749134810194432,464.253967,185.352905,287.020844,1.94012702,0.753838658,0.462334335,0.505301714,1.02397227,0,0,0,0,8
4503599644147712,936749272249257728,597.695557,277.663818,379.78241,2.56715202,0.698490441,0.542343915,0.505301714,1.02397227,0,0,0,0,9
4503599644147712,1224979236084207104,721.276123,385.129761,473.409576,3.20002794,0.634055436,0.616440952,0.505301714,1.02397227,0,0,0,0,10
4503599644147712,1224979373523327488,864.291138,546.092651,596.55249,4.03241634,0.537544549,0.702190578,0.505301714,1.02397227,0,0,0,0,11
