particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742408704,7.1295619,31.0872059,16.945076,0.120535366,0.628084481,2.78142667,1.51494622,3.23064232,0,0,0,0,0
4503599644147712,576461027181393664,15.6303644,69.4700851,37.8316345,0.26910767,0.60507071,2.78652358,1.51494622,3.23064232,0,0,0,0,1
4503599644147712,576461164620386816,25.0110359,113.682884,61.8443413,0.439917207,0.578561366,2.79214811,1.51494622,3.23064232,0,0,0,0,2
4503599644147712,576461302059411456,35.8951683,167.788177,91.1658554,0.648489892,0.546120644,2.79867411,1.51494622,3.23064232,0,0,0,0,3
4503599644147712,936748859932136704,52.024044,254.735718,138.148773,0.982693315,0.493988246,2.80834484,1.51494622,3.23064232,0,0,0,0,4
4503599644147712,936748997371152640,68.375618,353.814972,191.501404,1.36220658,0.434581816,2.81814885,1.51494622,3.23064232,0,0,0,0,5
4503599644147712,936749134810197760,87.3249893,489.677979,264.38501,1.88064921,0.353120416,2.82951069,1.51494622,3.23064232,0,0,0,0,6
4503599644147712,936749272249235456,104.840569,652.909241,351.609985,2.5011065,0.255249381,2.84001279,1.51494622,3.23064232,0,0,0,0,7
4503599644147712,1224979236084180992,116.442574,811.813049,436.26236,3.10326385,0.159973055,2.84696913,1.51494622,3.23064232,0,0,0,0,8
4503599644147712,1224979373523294208,123.41301,1008.31622,540.735168,3.84641051,0.0421527289,2.85114861,1.51494622,3.23064232,0,0,0,0,9
