particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742404352,11.1374893,30.081852,-14.5477238,0.117570072,0.887763083,2.42550468,-1.17137599,2.83804178,0,0,0,0,0
4503599644147712,576460889742404608,11.5945663,31.3312531,-15.1510763,0.122446179,0.887013972,2.42577863,-1.17137599,2.83804178,0,0,0,0,1
4503599644147712,576461027181385472,24.9971352,68.5121231,-33.0754089,0.267304927,0.864720881,2.43381476,-1.17137599,2.83804178,0,0,0,0,2
4503599644147712,576461164620373248,39.559082,110.172943,-53.0903549,0.429059386,0.839741707,2.44254589,-1.17137599,2.83804178,0,0,0,0,3
4503599644147712,576461302059351296,57.1430283,162.403442,-78.0843506,0.631052852,0.808425069,2.45308876,-1.17137599,2.83804178,0,0,0,0,4
4503599644147712,936748859932115968,84.2629547,247.664795,-118.661606,0.958985329,0.757303655,2.46934962,-1.17137599,2.83804178,0,0,0,0,5
4503599644147712,936748997371095040,111.991592,341.899689,-163.211533,1.31902373,0.700801849,2.48597527,-1.17137599,2.83804178,0,0,0,0,6
4503599644147712,936749134810097408,148.675537,480.86673,-228.397507,1.84583604,0.617479265,2.50797033,-1.17137599,2.83804178,0,0,0,0,7
4503599644147712,936749272249078272,183.712372,635.357117,-300.244934,2.42648411,0.524849176,2.52897787,-1.17137599,2.83804178,0,0,0,0,9
4503599644147712,936749272249078528,182.483978,629.458801,-297.512543,2.40440178,0.528385699,2.5282414,-1.17137599,2.83804178,0,0,0,0,8
4503599644147712,1224979236083934464,214.004517,796.715454,-374.706726,3.02826071,0.428101152,2.5471406,-1.17137599,2.83804178,0,0,0,0,11
4503599644147712,1224979236083934720,212.908249,790.223145,-371.720673,3.00412822,0.431993872,2.54648328,-1.17137599,2.83804178,0,0,0,0,10
4503599644147712,1224979373522904320,241.693756,987.484741,-462.137909,3.7348516,0.313718766,2.56374264,-1.17137599,2.83804178,0,0,0,0,12
4503599644147712,1224979373522943232,242.065094,990.528381,-463.528473,3.7460897,0.311893851,2.56396532,-1.17137599,2.83804178,0,0,0,0,13
