particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742403072,22.8367977,-22.4206161,-13.1586647,0.115437597,4.32697439,-4.2346735,-2.48935103,6.54699945,0,0,0,0,0
4503599644147712,576460889742403328,24.0654602,-23.6228638,-13.8654671,0.121638194,4.32769537,-4.23393679,-2.48935103,6.54699945,0,0,0,0,1
4503599644147712,576461027181382656,51.173851,-50.044693,-29.430088,0.258182615,4.34353733,-4.21768332,-2.48935103,6.54699945,0,0,0,0,2
4503599644147712,576461027181382912,52.5003853,-51.3325539,-30.190279,0.26485157,4.34430933,-4.21688795,-2.48935103,6.54699945,0,0,0,0,3
4503599644147712,576461164620368896,83.1427002,-80.9507751,-47.7129211,0.418573231,4.36206818,-4.19851494,-2.48935103,6.54699945,0,0,0,0,4
4503599644147712,576461302059344896,123.458405,-119.540817,-70.6594238,0.61987704,4.38520622,-4.17434216,-2.48935103,6.54699945,0,0,0,0,5
4503599644147712,576461302059364864,123.82032,-119.885307,-70.8648682,0.621679306,4.38541269,-4.17412519,-2.48935103,6.54699945,0,0,0,0,6
4503599644147712,936748859932112896,185.149033,-177.773041,-105.540298,0.925877988,4.42012119,-4.13735342,-2.48935103,6.54699945,0,0,0,0,7
4503599644147712,936748997371104768,258.745056,-245.978027,-146.797348,1.28781557,4.4610157,-4.09322643,-2.48935103,6.54699945,0,0,0,0,8
4503599644147712,936749134810091008,366.660522,-343.573669,-206.623291,1.81265318,4.51953268,-4.02852201,-2.48935103,6.54699945,0,0,0,0,9
4503599644147712,936749272249069824,486.021545,-448.294586,-271.912262,2.38541651,4.58232212,-3.95695496,-2.48935103,6.54699945,0,0,0,0,10
4503599644147712,1224979236083955200,608.215881,-552.130371,-337.845154,2.96382904,4.64458036,-3.88368917,-2.48935103,6.54699945,0,0,0,0,11
4503599644147712,1224979373522930432,762.656433,-678.696411,-419.947083,3.68408823,4.72046757,-3.79108882,-2.48935103,6.54699945,0,0,0,0,12
