particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742403328,25.4256573,-20.800106,-0.941985965,0.109875716,1.20435488,-0.972529411,-0.0443892814,1.55223012,0,0,0,0,1
4503599644147712,576460889742407424,25.0300312,-20.4805679,-0.927403033,0.108174726,1.20416331,-0.972766638,-0.0443892814,1.55223012,0,0,0,0,0
4503599644147712,576461027181382912,56.1977386,-45.2641983,-2.06927538,0.241365701,1.21902323,-0.954078972,-0.0443892814,1.55223012,0,0,0,0,2
4503599644147712,576461164620369152,91.2200851,-72.1947327,-3.33615088,0.389137387,1.23517036,-0.933080077,-0.0443892814,1.55223012,0,0,0,0,3
4503599644147712,576461302059365120,135.755264,-105.093681,-4.9239068,0.574337423,1.25489604,-0.906377494,-0.0443892814,1.55223012,0,0,0,0,4
4503599644147712,936748859932123136,212.215652,-158.247345,-7.59432745,0.885822296,1.28676617,-0.860532999,-0.0443892814,1.55223012,0,0,0,0,5
4503599644147712,936748997371119360,293.579498,-210.481888,-10.3670464,1.20923948,1.31808531,-0.811748445,-0.0443892814,1.55223012,0,0,0,0,6
4503599644147712,936749134810131456,416.046478,-281.350159,-14.4249382,1.68256271,1.36057687,-0.738319099,-0.0443892814,1.55223012,0,0,0,0,7
4503599644147712,936749272249148928,561.378906,-354.385712,-19.089819,2.22668648,1.4043678,-0.651179969,-0.0443892814,1.55223012,0,0,0,0,8
4503599644147712,1224979236084048384,710.098328,-417.765259,-23.7262783,2.76749539,1.44236922,-0.56201005,-0.0443892814,1.55223012,0,0,0,0,9
4503599644147712,1224979373523087616,897.363831,-482.570312,-29.4100323,3.43046331,1.48122537,-0.449728459,-0.0443892814,1.55223012,0,0,0,0,10
