particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742407680,31.5094566,0.356903881,8.13960552,0.108717889,1.9042356,0.0310165603,0.4919388,1.96983325,0,0,0,0,0
4503599644147712,576460889742407936,33.1712112,0.384405732,8.56890392,0.114451878,1.90421915,0.0320129246,0.4919388,1.96983325,0,0,0,0,1
4503599644147712,576461027181391872,71.0579834,1.24744403,18.3578434,0.245199353,1.90370166,0.0547292605,0.4919388,1.96983325,0,0,0,0,2
4503599644147712,576461027181392128,72.7968216,1.29791021,18.8071823,0.251201034,1.90367138,0.0557718426,0.4919388,1.96983325,0,0,0,0,3
4503599644147712,576461164620384000,116.374702,2.87406373,30.0710144,0.401648134,1.90272641,0.0819004774,0.4919388,1.96983325,0,0,0,0,4
4503599644147712,576461302059387392,171.823883,5.74653912,44.4132042,0.59321177,1.90100408,0.11514698,0.4919388,1.96983325,0,0,0,0,5
4503599644147712,936748859932134656,257.115051,12.0662832,66.5054016,0.88828963,1.89721489,0.166286275,0.4919388,1.96983325,0,0,0,0,6
4503599644147712,936748997371135232,358.167023,22.5542164,92.7489548,1.23881567,1.89092648,0.226875514,0.4919388,1.96983325,0,0,0,0,7
4503599644147712,936749134810153472,500.613586,42.9279175,129.921234,1.73531294,1.87871063,0.312284321,0.4919388,1.96983325,0,0,0,0,9
4503599644147712,936749134810153728,494.334381,41.8906364,128.277313,1.71335554,1.87933266,0.308519393,0.4919388,1.96983325,0,0,0,0,8
4503599644147712,936749272249203968,659.396545,73.4934998,171.693176,2.29324627,1.86038399,0.407488197,0.4919388,1.96983325,0,0,0,0,10
4503599644147712,1224979236084113152,814.555359,111.59198,212.966354,2.84451771,1.83754075,0.500519037,0.4919388,1.96983325,0,0,0,0,11
4503599644147712,1224979373523208448,1001.63495,168.793549,263.506348,3.5195632,1.80324352,0.612689197,0.4919388,1.96983325,0,0,0,0,12
