particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742406400,-13.5111828,-28.3884525,22.132473,0.128266901,-2.35681367,-4.97385216,3.87460756,6.73182917,0,0,0,0,0
4503599644147712,576461027181389312,-30.5200253,-64.4867096,50.223999,0.291069001,-2.33516979,-4.98405075,3.87460756,6.73182917,0,0,0,0,1
4503599644147712,576461164620392960,-49.594635,-105.460693,82.0406647,0.475459814,-2.31060243,-4.99548721,3.87460756,6.73182917,0,0,0,0,2
4503599644147712,576461302059400704,-72.4393921,-155.239929,120.597534,0.698912978,-2.28075552,-5.00918484,3.87460756,6.73182917,0,0,0,0,3
4503599644147712,576461302059400960,-73.2108459,-156.934708,121.908394,0.706509948,-2.27973938,-5.00964737,3.87460756,6.73182917,0,0,0,0,4
4503599644147712,936748859932141568,-108.869453,-236.288544,183.15181,1.06144106,-2.23215985,-5.03102779,3.87460756,6.73182917,0,0,0,0,5
4503599644147712,936748997371144960,-148.817841,-327.663239,253.35553,1.46830094,-2.17737317,-5.05498028,3.87460756,6.73182917,0,0,0,0,6
4503599644147712,936749134810187008,-202.272461,-454.367065,350.164429,2.02934861,-2.10140347,-5.08703089,3.87460756,6.73182917,0,0,0,0,7
4503599644147712,936749272249273600,-263.346863,-606.028198,465.261871,2.69638658,-2.01046968,-5.12365007,3.87460756,6.73182917,0,0,0,0,8
4503599644147712,1224979236084225792,-320.430664,-755.314514,577.77655,3.34845591,-1.92095983,-5.15787649,3.87460756,6.73182917,0,0,0,0,9
4503599644147712,1224979373523350784,-387.737122,-942.193176,717.607666,4.15883541,-1.80891025,-5.19823265,3.87460756,6.73182917,0,0,0,0,10
