particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742407424,29.946312,-10.2782936,44.2927895,0.181620643,5.26065588,-1.79554808,7.77634478,9.55935097,0,0,0,0,0
4503599644147712,576460889742407680,30.8913689,-10.6007996,45.6897545,0.187348843,5.260849,-1.79498136,7.77634478,9.55935097,0,0,0,0,1
4503599644147712,576461027181399808,68.7563705,-23.4291115,101.61908,0.416684628,5.26854086,-1.77227807,7.77634478,9.55935097,0,0,0,0,2
4503599644147712,576461164620409856,110.054817,-37.2135849,162.527542,0.666437089,5.27680588,-1.74751616,7.77634478,9.55935097,0,0,0,0,3
4503599644147712,576461302059446016,162.561493,-54.4287109,239.829941,0.983412206,5.28712749,-1.71603394,7.77634478,9.55935097,0,0,0,0,4
4503599644147712,576461302059446272,164.432846,-55.035881,242.58226,0.994698048,5.2874918,-1.71491194,7.77634478,9.55935097,0,0,0,0,5
4503599644147712,936748859932154624,243.288574,-80.2229156,358.389679,1.46956122,5.30259323,-1.66763127,7.77634478,9.55935097,0,0,0,0,6
4503599644147712,936748859932164608,251.929291,-82.93573,371.059509,1.52151334,5.3042202,-1.66245043,7.77634478,9.55935097,0,0,0,0,8
4503599644147712,936748859932164864,246.127686,-81.1152954,362.55307,1.48663306,5.30312872,-1.66592896,7.77634478,9.55935097,0,0,0,0,7
4503599644147712,936748997371191808,339.581238,-109.932205,499.366333,2.04763007,5.32040644,-1.60989559,7.77634478,9.55935097,0,0,0,0,9
4503599644147712,936749134810272256,473.855164,-149.458038,695.182251,2.85056448,5.34410572,-1.529387,7.77634478,9.55935097,0,0,0,0,10
4503599644147712,936749272249385216,627.938904,-192.120087,918.8526,3.76771498,5.36968517,-1.43700063,7.77634478,9.55935097,0,0,0,0,11
4503599644147712,1297036830121661952,832.692993,-244.421677,1214.5,4.98000431,5.40104437,-1.31423318,7.77634478,9.55935097,0,0,0,0,12
4503599644147712,1297036830121674496,840.333801,-246.277481,1225.5,5.02510929,5.40215731,-1.30965197,7.77634478,9.55935097,0,0,0,0,13
