particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742404864,-11.696722,29.7405014,-27.6240711,0.141153261,-0.501889706,1.24994588,-1.16427243,1.78352237,0,0,0,0,0
4503599644147712,576460889742405120,-12.4748993,31.6759357,-29.4271832,0.150366798,-0.503050148,1.24947929,-1.16427243,1.78352237,0,0,0,0,1
4503599644147712,576461027181386240,-26.8068542,66.4314499,-61.9235764,0.316416621,-0.523889065,1.24088609,-1.16427243,1.78352237,0,0,0,0,2
4503599644147712,576461027181386496,-27.6415977,68.4059982,-63.7765846,0.325885117,-0.525072992,1.24038565,-1.16427243,1.78352237,0,0,0,0,3
4503599644147712,576461164620361472,-44.5834618,107.396095,-100.523521,0.513654351,-0.548450828,1.23022747,-1.16427243,1.78352237,0,0,0,0,4
4503599644147712,576461302059333632,-67.9867554,158.182648,-148.860489,0.760646224,-0.578901708,1.21619523,-1.16427243,1.78352237,0,0,0,0,5
4503599644147712,936748859932107008,-108.709381,239.455994,-227.44223,1.16218257,-0.627631962,1.19177854,-1.16427243,1.78352237,0,0,0,0,6
4503599644147712,936748997371082240,-156.939194,326.321808,-313.33139,1.60105836,-0.679715395,1.16286075,-1.16427243,1.78352237,0,0,0,0,8
4503599644147712,936748997371082496,-153.848709,321.017975,-308.02536,1.57394552,-0.676535308,1.16471374,-1.16427243,1.78352237,0,0,0,0,7
4503599644147712,936749134810060032,-231.172928,444.709106,-434.136139,2.2183454,-0.750698626,1.11835134,-1.16427243,1.78352237,0,0,0,0,9
4503599644147712,936749272249003264,-327.579102,577.569092,-576.057678,2.94353509,-0.830359459,1.06054759,-1.16427243,1.78352237,0,0,0,0,10
4503599644147712,1224979236083846400,-428.463623,697.548584,-711.582886,3.63604093,-0.902297378,1.00005877,-1.16427243,1.78352237,0,0,0,0,11
4503599644147712,1224979373522753792,-571.584167,842.398865,-887.656921,4.53574228,-0.989147425,0.914245844,-1.16427243,1.78352237,0,0,0,0,12
